freq,int_rt,geo\TIME_PERIOD	1970-Q1 	1970-Q2 	1970-Q3 	1970-Q4 	1971-Q1 	1971-Q2 	1971-Q3 	1971-Q4 	1972-Q1 	1972-Q2 	1972-Q3 	1972-Q4 	1973-Q1 	1973-Q2 	1973-Q3 	1973-Q4 	1974-Q1 	1974-Q2 	1974-Q3 	1974-Q4 	1975-Q1 	1975-Q2 	1975-Q3 	1975-Q4 	1976-Q1 	1976-Q2 	1976-Q3 	1976-Q4 	1977-Q1 	1977-Q2 	1977-Q3 	1977-Q4 	1978-Q1 	1978-Q2 	1978-Q3 	1978-Q4 	1979-Q1 	1979-Q2 	1979-Q3 	1979-Q4 	1980-Q1 	1980-Q2 	1980-Q3 	1980-Q4 	1981-Q1 	1981-Q2 	1981-Q3 	1981-Q4 	1982-Q1 	1982-Q2 	1982-Q3 	1982-Q4 	1983-Q1 	1983-Q2 	1983-Q3 	1983-Q4 	1984-Q1 	1984-Q2 	1984-Q3 	1984-Q4 	1985-Q1 	1985-Q2 	1985-Q3 	1985-Q4 	1986-Q1 	1986-Q2 	1986-Q3 	1986-Q4 	1987-Q1 	1987-Q2 	1987-Q3 	1987-Q4 	1988-Q1 	1988-Q2 	1988-Q3 	1988-Q4 	1989-Q1 	1989-Q2 	1989-Q3 	1989-Q4 	1990-Q1 	1990-Q2 	1990-Q3 	1990-Q4 	1991-Q1 	1991-Q2 	1991-Q3 	1991-Q4 	1992-Q1 	1992-Q2 	1992-Q3 	1992-Q4 	1993-Q1 	1993-Q2 	1993-Q3 	1993-Q4 	1994-Q1 	1994-Q2 	1994-Q3 	1994-Q4 	1995-Q1 	1995-Q2 	1995-Q3 	1995-Q4 	1996-Q1 	1996-Q2 	1996-Q3 	1996-Q4 	1997-Q1 	1997-Q2 	1997-Q3 	1997-Q4 	1998-Q1 	1998-Q2 	1998-Q3 	1998-Q4 	1999-Q1 	1999-Q2 	1999-Q3 	1999-Q4 	2000-Q1 	2000-Q2 	2000-Q3 	2000-Q4 	2001-Q1 	2001-Q2 	2001-Q3 	2001-Q4 	2002-Q1 	2002-Q2 	2002-Q3 	2002-Q4 	2003-Q1 	2003-Q2 	2003-Q3 	2003-Q4 	2004-Q1 	2004-Q2 	2004-Q3 	2004-Q4 	2005-Q1 	2005-Q2 	2005-Q3 	2005-Q4 	2006-Q1 	2006-Q2 	2006-Q3 	2006-Q4 	2007-Q1 	2007-Q2 	2007-Q3 	2007-Q4 	2008-Q1 	2008-Q2 	2008-Q3 	2008-Q4 	2009-Q1 	2009-Q2 	2009-Q3 	2009-Q4 	2010-Q1 	2010-Q2 	2010-Q3 	2010-Q4 	2011-Q1 	2011-Q2 	2011-Q3 	2011-Q4 	2012-Q1 	2012-Q2 	2012-Q3 	2012-Q4 	2013-Q1 	2013-Q2 	2013-Q3 	2013-Q4 	2014-Q1 	2014-Q2 	2014-Q3 	2014-Q4 	2015-Q1 	2015-Q2 	2015-Q3 	2015-Q4 	2016-Q1 	2016-Q2 	2016-Q3 	2016-Q4 	2017-Q1 	2017-Q2 	2017-Q3 	2017-Q4 	2018-Q1 	2018-Q2 	2018-Q3 	2018-Q4 	2019-Q1 	2019-Q2 	2019-Q3 	2019-Q4 	2020-Q1 	2020-Q2 	2020-Q3 	2020-Q4 	2021-Q1 	2021-Q2 	2021-Q3 	2021-Q4 	2022-Q1 	2022-Q2 	2022-Q3 	2022-Q4 	2023-Q1 	2023-Q2 	2023-Q3 	2023-Q4 	2024-Q1 	2024-Q2 	2024-Q3 	2024-Q4 	2025-Q1 	2025-Q2 	2025-Q3 
Q,IRT_M12,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.02530 	9.69420 	10.00950 	11.28010 	10.41800 	9.26370 	10.23910 	9.17500 	9.52960 	9.26830 	11.53760 	12.33920 	12.81680 	13.54450 	13.65120 	14.65770 	15.27450 	15.30960 	14.58290 	12.91310 	12.32060 	11.19280 	10.59690 	10.48950 	10.50350 	10.20770 	10.18860 	7.10570 	6.06040 	6.10690 	5.78270 	5.42370 	5.33400 	5.95550 	6.76960 	7.48330 	7.83250 	7.44460 	7.06950 	6.62740 	6.27170 	6.36740 	6.10080 	6.73590 	6.82780 	7.02880 	7.51720 	7.73040 	7.54850 	7.60100 	7.57400 	6.32390 	5.39210 	5.39840 	5.87770 	6.50170 	6.79020 	6.68850 	6.48070 	6.13900 	5.54650 	5.34830 	5.15160 	4.30680 	4.62040 	4.79760 	4.23710 	4.08350 	3.74140 	3.55880 	3.79270 	4.41750 	4.53940 	5.05960 	5.23620 	4.99190 	5.06260 	4.87550 	4.52410 	4.64090 	4.66160 	4.92260 	5.17230 	5.43500 	5.78550 	6.06870 	6.40200 	6.04640 	5.53230 	6.04010 	6.16770 	4.80750 	2.43010 	1.85240 	1.33180 	1.19170 	1.28580 	1.39810 	1.46680 	1.48660 	1.56190 	1.58710 	1.62750 	1.79340 	1.88160 	1.82800 	1.46360 	1.07800 	0.95900 	0.89280 	0.87840 	0.87990 	0.89710 	0.95030 	1.05710 	0.99580 	0.96860 	0.99850 	1.05680 	1.04030 	1.01250 	0.99000 	0.77130 	0.79690 	0.74980 	0.66230 	0.63680 	0.76380 	0.85990 	0.96590 	1.03610 	1.12090 	1.13950 	1.03580 	0.87720 	0.95630 	0.81410 	0.67580 	0.26810 	0.12430 	0.12100 	0.16640 	0.21890 	0.66160 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,IRT_M3,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: m	: m	5.50 	6.20 	: m	: m	5.25 	6.09 	4.09 	4.90 	4.82 	5.00 	4.47 	4.97 	5.49 	5.28 	5.29 	4.82 	5.65 	4.23 	3.09 	4.27 	3.65 	3.72 	3.45 	4.43 	3.47 	3.62 	3.63 	3.62 	3.62 	3.60 	3.60 	3.59 	3.69 	3.88 	4.11 	4.41 	4.91 	6.15 	6.63 	6.89 	7.27 	7.77 	6.74 	5.99 	5.37 	4.78 	4.31 	4.19 	4.02 	3.97 	3.90 	3.77 	3.72 	3.65 	3.15 	2.58 	1.81 	1.47 	1.24 	1.21 	1.11 	0.99 	0.89 	0.82 	0.73 	0.66 	0.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,IRT_M3,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.43 	16.95 	12.21 	9.03 	8.92 	7.77 	8.35 	11.36 	10.86 	10.50 	11.31 	11.11 	10.86 	11.82 	12.69 	12.69 	12.39 	19.69 	15.48 	16.46 	16.01 	15.61 	14.19 	11.53 	8.08 	7.00 	6.45 	5.88 	5.39 	5.33 	5.34 	5.41 	5.22 	5.04 	5.41 	5.02 	4.39 	3.93 	3.14 	2.74 	2.50 	2.41 	2.12 	2.07 	2.06 	2.18 	2.59 	2.62 	2.29 	1.85 	1.79 	2.11 	2.08 	2.13 	2.38 	2.62 	2.58 	2.77 	3.27 	3.78 	3.98 	4.15 	3.91 	4.11 	2.72 	2.32 	1.96 	1.77 	1.50 	1.31 	1.23 	1.21 	1.21 	1.21 	1.18 	1.16 	1.20 	1.23 	0.98 	0.58 	0.50 	0.46 	0.46 	0.41 	0.37 	0.36 	0.35 	0.34 	0.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,IRT_M3,DK	9.00000 	9.00000 	9.00000 	9.00000 	8.00000 	7.50000 	7.50000 	7.50000 	7.00000 	7.32967 	7.67391 	7.00000 	7.00000 	7.00000 	8.00000 	8.33696 	10.00000 	10.00000 	10.00000 	10.00000 	9.00000 	8.00000 	7.66848 	7.50000 	8.34066 	9.00000 	9.00000 	10.66304 	13.65556 	11.97802 	18.33696 	14.73913 	17.68889 	15.39780 	12.83478 	15.80652 	11.10000 	8.64835 	13.96739 	16.35870 	17.65934 	19.00000 	18.00000 	12.69565 	13.13411 	15.13352 	18.59565 	12.59793 	13.41111 	19.35165 	14.27174 	18.68478 	17.37778 	9.31868 	9.61957 	11.35870 	11.65022 	11.58484 	11.31402 	11.45728 	10.90600 	10.06582 	9.39011 	9.57663 	8.90800 	9.08242 	9.17337 	9.24022 	10.88289 	9.87473 	9.40033 	9.35011 	8.74670 	8.67120 	8.36650 	8.10370 	8.15860 	8.88760 	9.46160 	11.10790 	12.23420 	11.39900 	10.51930 	10.55770 	10.48040 	9.96600 	9.56290 	9.66840 	10.08930 	10.31150 	11.52560 	14.93420 	14.99870 	9.34230 	10.97520 	8.05340 	6.32640 	6.11050 	6.45450 	6.31790 	6.52430 	6.84740 	6.10900 	5.35650 	4.45540 	3.92280 	3.89520 	3.66300 	3.64710 	3.64210 	3.64650 	3.98760 	3.89780 	4.20850 	4.47120 	4.50030 	3.64840 	3.13200 	3.18520 	3.78220 	3.95220 	4.73420 	5.83790 	5.47950 	5.26010 	5.06320 	4.73470 	3.77010 	3.62660 	3.70800 	3.57310 	3.27260 	2.82960 	2.47860 	2.18290 	2.21060 	2.17210 	2.19140 	2.21260 	2.20330 	2.19040 	2.17240 	2.17090 	2.36540 	2.67980 	2.99360 	3.32740 	3.72470 	3.99430 	4.27230 	4.63580 	4.85600 	4.71680 	5.15190 	5.39320 	5.77280 	3.85990 	2.65110 	1.92350 	1.56430 	1.40820 	1.22590 	1.14160 	1.21430 	1.25630 	1.45940 	1.56690 	1.25290 	0.99850 	0.83260 	0.34710 	0.30520 	0.30160 	0.25220 	0.26910 	0.26220 	0.27920 	0.33920 	0.34390 	0.29770 	-0.10940 	-0.18870 	-0.08130 	-0.11220 	-0.07090 	-0.11980 	-0.19480 	-0.19380 	-0.23930 	-0.23750 	-0.27050 	-0.30710 	-0.30230 	-0.29240 	-0.30160 	-0.30150 	-0.30930 	-0.34120 	-0.42190 	-0.41510 	-0.39280 	-0.13930 	-0.20630 	-0.22380 	-0.22350 	-0.20980 	-0.21150 	-0.27480 	-0.26820 	-0.11050 	0.77960 	2.07510 	2.85260 	3.42320 	3.81050 	3.94310 	3.88230 	3.73770 	3.46140 	2.92240 	2.48470 	2.06780 	1.96490 
Q,IRT_M3,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.76000 	10.15352 	10.07348 	10.51739 	10.65622 	10.09231 	10.18359 	10.38413 	10.54341 	10.68253 	11.47967 	10.96326 	10.32756 b	8.73176 b	7.88598 b	7.18989 b	6.84000 	6.37000 	6.38330 	6.50670 	6.94330 	7.13670 	6.69330 	6.50670 	5.63000 	5.13670 	5.00000 	4.58670 	4.44000 	4.32670 	4.32330 	4.43330 	4.20330 	4.05670 	3.93670 	3.62330 	3.08860 	2.63490 	2.69940 	3.43060 	3.54860 	4.28480 	4.73880 	5.02820 	4.74470 	4.58850 	4.27790 	3.45220 	3.36150 	3.44610 	3.35890 	3.11620 	2.68540 	2.35910 	2.13910 	2.14930 	2.06180 	2.08340 	2.11630 	2.16400 	2.14040 	2.12440 	2.13050 	2.34370 	2.61360 	2.89570 	3.22150 	3.59020 	3.82040 	4.06780 	4.49370 	4.71840 	4.47630 	4.85930 	4.98170 	4.24240 	2.00680 	1.30800 	0.87090 	0.72200 	0.66130 	0.68760 	0.87490 	1.02080 	1.09580 	1.41590 	1.56140 	1.49540 	1.04290 	0.69430 	0.36160 	0.19580 	0.21120 	0.20670 	0.22350 	0.23990 	0.29520 	0.29810 	0.16480 	0.08150 	0.04570 	-0.00670 	-0.02770 	-0.08920 	-0.18670 	-0.25820 	-0.29820 	-0.31250 	-0.32780 	-0.32990 	-0.32960 	-0.32890 	-0.32830 	-0.32520 	-0.31950 	-0.31550 	-0.30850 	-0.31690 	-0.39590 	-0.40340 	-0.40540 	-0.30310 	-0.47120 	-0.52270 	-0.54230 	-0.54050 	-0.54580 	-0.56690 	-0.52790 	-0.35330 	0.48620 	1.77300 	2.63600 	3.36240 	3.77750 	3.95780 	3.92360 	3.81080 	3.55920 	2.99890 	2.56190 	2.10960 	2.01100 
Q,IRT_M3,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.76 	9.75 	7.67 	7.31 	6.63 	5.71 	5.05 	3.67 	3.00 	2.03 	1.96 	2.12 	2.28 	3.96 	5.46 	8.10 	6.31 	7.81 	7.03 	6.52 	5.73 	6.81 	5.81 	4.98 	4.10 	4.43 	4.45 	4.35 	4.98 	6.27 	7.05 	3.81 	4.10 	3.04 	7.66 	7.04 	8.32 	9.63 	6.43 	2.57 	2.36 	1.98 	2.08 	2.34 	1.64 	2.69 	4.83 	4.31 	2.86 	2.26 	1.52 	1.03 	1.04 	1.72 	1.36 	0.90 	0.86 	1.01 	1.09 	1.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,IRT_M3,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23.67 	25.51 	30.48 	31.50 	31.91 	32.18 	31.70 	29.54 	26.38 	24.24 	23.78 	22.69 	21.51 	20.94 	19.75 	19.59 	18.97 	17.69 	17.01 	18.11 	15.75 	15.24 	14.77 	14.52 	11.88 	11.03 	10.83 	11.81 	11.17 	11.10 	10.94 	10.27 	8.70 	8.89 	9.84 	9.40 	6.23 	6.98 	9.66 	11.10 	12.46 	11.10 	: m	10.34 	8.45 	7.47 	6.17 	6.19 	6.02 	6.26 	7.29 	8.20 	8.12 	8.11 	7.81 	7.58 	8.00 	8.60 	8.65 	10.06 	9.80 	10.49 	9.27 	7.46 	6.68 	5.94 	6.13 	5.98 	6.55 	6.42 	6.69 	6.64 	8.68 	8.21 	7.88 	6.84 	5.80 	4.56 	4.11 	3.31 	3.08 	2.66 	2.11 	2.05 	1.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,IRT_M3,JP	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.18440 	4.85190 	4.85220 	4.75290 	4.30980 	3.96850 	4.18850 	4.58500 	4.29440 	4.22870 	4.90610 	4.58640 	4.68090 	5.03970 	5.53860 	6.58130 	7.28830 	7.41960 	8.03640 	8.32420 	8.15500 	7.88130 	7.22880 	6.25020 	5.16870 	4.70210 	4.13220 	3.83940 	3.45260 	3.26230 	2.99330 	2.31300 	2.27010 	2.23460 	2.30280 	2.38030 	2.27990 	1.36630 	0.80180 	0.45880 	0.59600 	0.60610 	0.60180 	0.48670 	0.51610 	0.58500 	0.59840 	0.58940 	0.77200 	0.59770 	0.59030 	0.43170 	0.35340 	0.11880 	0.10140 	0.28750 	0.13750 	0.11630 	0.31480 	0.56130 	0.36580 	0.08060 	0.07350 	0.07970 	0.09520 	0.07630 	0.06770 	0.06770 	0.05910 	0.05890 	0.05250 	0.05680 	0.05350 	0.04860 	0.05170 	0.05230 	0.05270 	0.05380 	0.05680 	0.06470 	0.08280 	0.21530 	0.40890 	0.48750 	0.62040 	0.69030 	0.88970 	0.95610 	0.91680 	0.92030 	0.90400 	0.95970 	0.66560 	0.52800 	0.39720 	0.30890 	0.25310 	0.24220 	0.23590 	0.19340 	0.19170 	0.19620 	0.19400 	0.19570 	0.19570 	0.19570 	0.19460 	0.18640 	0.16470 	0.15540 	0.15500 	0.14470 	0.14070 	0.13480 	0.12760 	0.10930 	0.10050 	0.09730 	0.09160 	0.07860 	0.02850 	-0.02570 	-0.02830 	-0.03790 	-0.00970 	-0.00030 	-0.02230 	-0.03320 	-0.04750 	-0.03360 	-0.03800 	-0.09500 	-0.07800 	-0.06670 	-0.08800 	-0.09320 	-0.06850 	-0.02910 	-0.06400 	-0.10120 	-0.08130 	-0.08260 	-0.08840 	-0.08230 	-0.01740 	-0.01810 	-0.01690 	-0.03730 	-0.02620 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,IRT_M3,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29.44 	28.46 	26.84 	25.65 	23.08 	22.08 	19.99 	20.53 	22.15 	22.50 	25.01 	24.99 	24.90 	22.30 	18.94 	15.74 	13.77 	13.26 	13.78 	18.07 	17.82 	18.49 	19.06 	19.70 	18.52 	17.09 	15.36 	13.38 	10.64 	9.79 	8.50 	7.03 	6.37 	5.55 	5.20 	5.60 	5.44 	5.86 	6.68 	6.81 	6.44 	5.49 	4.62 	4.60 	4.29 	4.15 	4.20 	4.20 	4.21 	4.42 	4.92 	5.39 	5.80 	6.43 	6.57 	6.64 	4.83 	4.44 	4.20 	4.20 	4.18 	3.80 	3.83 	3.87 	4.10 	4.43 	4.72 	4.91 	4.97 	5.04 	5.06 	4.57 	3.77 	2.95 	2.70 	2.66 	2.71 	2.71 	2.59 	2.05 	1.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,IRT_M3,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: m	: m	41.59 	43.97 	54.65 	55.72 	52.44 	51.83 	112.45 	106.31 	42.05 	63.15 	90.58 	56.93 	52.87 	77.84 	85.90 	96.78 	73.82 	62.36 	66.81 	45.61 	41.84 	48.71 	51.01 	45.22 	34.97 	34.20 	33.62 	30.59 	24.79 	20.41 	16.92 	16.47 	17.86 	19.65 	20.25 	20.22 	18.70 	17.41 	12.28 	8.44 	7.39 	5.39 	7.19 	8.00 	8.65 	8.50 	7.10 	7.41 	6.81 	7.63 	9.54 	11.25 	12.16 	16.06 	14.52 	11.68 	9.11 	10.13 	7.17 	5.99 	6.62 	6.26 	5.46 	5.33 	5.49 	6.01 	4.77 	4.64 	5.36 	5.63 	5.47 	4.11 	3.78 	2.54 	2.65 	2.53 	2.13 	1.51 	1.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,IRT_M3,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.44700 	9.54154 	9.15000 	9.44924 	9.42516 	10.27363 	10.58728 	10.69163 	10.90522 	11.61385 	11.79793 	12.20500 	13.88222 	13.39923 	12.86761 	14.87315 	12.33700 	11.82180 	10.72940 	12.05900 	12.30010 	11.86530 	15.87770 	13.61420 	10.06220 	9.11690 	8.16620 	7.67910 	7.41770 	7.21510 	7.87410 	8.17180 	8.37600 	8.94920 	9.16180 	8.82380 	7.92630 	6.30880 	5.35470 	4.52850 	4.19870 	4.33460 	4.47270 	4.70410 	4.70360 	4.53510 	4.28850 	3.91990 	3.32230 	3.07300 	3.23180 	3.68820 	3.98740 	4.08260 	4.12000 	4.06150 	4.12210 	4.17000 	4.34610 	3.86510 	4.02030 	4.44880 	4.44480 	4.15180 	3.78910 	3.37390 	2.91440 	2.91530 	2.63100 	2.19670 	2.20080 	2.19620 	2.13040 	1.99180 	1.65930 	1.77680 	2.12610 	2.35230 	2.69550 	3.08100 	3.40360 	3.58800 	3.97730 	4.55690 	4.65360 	4.94640 	5.17990 	4.26500 	1.61230 	0.97430 	0.61170 	0.48630 	0.48410 	0.61010 	1.00440 	1.60650 	2.20860 	2.44190 	2.55570 	2.60660 	2.45040 	2.15630 	1.94600 	1.45230 	1.21620 	1.22180 	1.20590 	1.13240 	0.93810 	0.89090 	0.50610 	0.31750 	0.04880 	-0.19280 	-0.27020 	-0.35710 	-0.40150 	-0.45710 	-0.53600 	-0.56840 	-0.51980 	-0.48370 	-0.43930 	-0.56640 	-0.43590 	-0.37470 	-0.36590 	-0.40410 	-0.06710 	-0.02310 	-0.03390 	0.00800 	0.19600 	0.20450 	0.00170 	-0.08230 	-0.03090 	-0.03030 	-0.01910 	-0.09060 	-0.01250 	0.40810 	1.38550 	2.21640 	3.08870 	3.64260 	3.99490 	4.07640 	4.06350 	3.82950 	3.45510 	2.75540 	2.36560 	2.27780 	2.10700 
Q,IRT_M3,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	46.99 	47.21 	53.15 	61.91 	74.25 	89.08 	86.81 	93.80 	86.88 	92.22 	99.72 	98.19 	90.58 	85.23 	83.91 	79.59 	138.38 	277.54 	135.81 	123.67 	168.09 	101.95 	88.61 	152.30 	: m	111.88 	: m	: m	: m	: m	: m	: m	113.13 	: m	99.96 	: m	: m	: m	99.41 	94.54 	: m	39.90 	31.68 	40.51 	63.56 	94.68 	94.97 	77.01 	68.99 	59.02 	60.29 	50.49 	54.38 	42.61 	33.73 	25.87 	25.71 	25.07 	23.44 	21.18 	17.32 	15.31 	14.69 	14.63 	14.27 	16.72 	22.55 	19.92 	: m	19.10 	17.12 	17.14 	16.29 	17.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
